Proveedor,Marca,Group,Sub Grupo,Codigo Secundario,Codigo,Descripcion,Costo,Iva,PVP,% Rent,Unid.,Cant.,Und. X Cja,Cant. Emb.,Uni. Emb.,Total
N/D,TYG / TAIWAN,GENERAL,GENERAL,MB07060GB,02-001-27-0133,MASCARILLA MITSUBISHI L200 95- 99 NIQ/NEG ( TYG ),56.54,15,75,15.35%,UNI,0,0,0,N/D,0
N/D,TYG / TAIWAN,GENERAL,GENERAL,62302-G1060 // DS07045GA,02-001-28-0145,MASCARILLA NISSAN DATSUN 1200 71- 88 PLOMO ( TYG ),24.78,15,40,40.37%,UNI,0,0,0,N/D,0
N/D,TYG / TAIWAN,GENERAL,GENERAL,62312-G1265 // DS07067GA,02-001-28-0408,MASCARILLA NISSAN DATSUN 1200 88- 99 GRIS ( TYG ),14.31,15,30,82.3%,UNI,0,0,0,N/D,0
N/D,TFP / TAILANDES,GENERAL,GENERAL,62302-G1060 // NSG003 NA,02-001-28-0194,MASCARILLA NISSAN DATSUN 1200 88- 99 NEG ( TFP ),22.3214,15,30,16.87%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0244,02-001-28-0244,MASCARILLA NISSAN DATSUN 1500 72 79 GRIS,19.6429,15,45,129.09%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0196,02-001-28-0196,MASCARILLA NISSAN DATSUN 1800 80 83 NIQ,26.4732,15,45,69.98%,UNI,2,0,0,N/D,52.95
N/D,TYG / TAIWAN,GENERAL,GENERAL,62312-11W00 // DS07011GC,02-001-28-0147,MASCARILLA NISSAN DATSUN 1800 80- 83 NEG ( TYG ),22.4018,15,40,78.56%,UNI,1,0,0,N/D,22.4
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0148,02-001-28-0148,MASCARILLA NISSAN DATSUN 2400 93 06 GRIS,19.4196,15,41.07,111.49%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-39-0016,02-001-39-0016,MASCARILLA NISSAN DATSUN ALMERA 07 12 NEG NIQ,40.0625,15,55,37.29%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0151,02-001-28-0151,MASCARILLA NISSAN DATSUN SENTRA B13 02 04 NEG,12.7054,15,20,57.41%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0200,02-001-28-0200,MASCARILLA NISSAN DATSUN SENTRA B13 06 12 NEG,12.188,15,20.54,68.49%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0298,02-001-28-0298,MASCARILLA NISSAN DATSUN SENTRA B14 96 97 NEG,7.1429,15,18,152%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0201,02-001-28-0201,MASCARILLA NISSAN DATSUN SENTRA B15 04 07 GRIS,23.2261,15,40,72.22%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-39-0017,02-001-39-0017,MASCARILLA NISSAN DATSUN TIIDA 12,29.19,15,40,37.03%,UNI,1,0,0,N/D,29.19
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0419,02-001-28-0419,MASCARILLA NISSAN FRONTIER 03 -15 GRIS,20,15,35,75%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0470,02-001-28-0470,MASCARILLA NISSAN FRONTIER 18 -20 NAVARA 18 - GRIS COMPLETA,20,15,35,75%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,62310-HV10A,02-001-28-0820,MASCARILLA NISSAN QASHQAI 18-22 NEG C/MLD NIQ S/COBERTOR PLAST ( ALLPARTS ),93.7478,15,145,54.67%,UNI,0,0,0,N/D,0
N/D,TYG / TAIWAN,GENERAL,GENERAL,02-001-28-0300,02-001-28-0300,MASCARILLA NISSAN TIIDA 10-16 GRIS NIQ ( TYG ),42.06,15,60,42.65%,UNI,2,0,0,N/D,84.12
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0680,02-001-28-0680,MASCARILLA NISSAN URVAN 07 13,37.7946,15,65,71.98%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0397,02-001-28-0397,MASCARILLA NISSAN VERSA 12 - NEG ( SIMYI ),21.05,15,0,-100%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-28-0556,02-001-28-0556,MASCARILLA NISSAN XTRAIL 05 14 CLASSIC,37.5,15,90,140%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,PC.102,PC.102,MASCARILLA PARACHOQUE DELANTERO KIA PICANTO 2008-2011 NEGRO,5.34,15,20,274.53%,UNI,2,0,0,N/D,10.68
N/D,GENERAL,GENERAL,GENERAL,02-001-22-0814,02-001-22-0814,MASCARILLA PICANTO 08,26.78571,15,40,49.33%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,86563-4H000,86563-4H000,MASCARILLA RADIADOR HYUNDAI H1 08- SUP,11.6071,15,65,460%,UNI,0,0,0,N/D,0
N/D,TYG / TAIWAN,GENERAL,GENERAL,RN07030GA,02-001-30-0006,MASCARILLA RENAULT CLIO II 04- 06 SYMBOL NEG ( TYG ),13.56,15,25,60.32%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-30-0192,02-001-30-0192,MASCARILLA RENAULT DUSTER 12 16 NIQ,40.1786,15,56.47,40.56%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-30-0170,623103564R,MASCARILLA RENAULT DUSTER 15 21 ( CHI ),16.8522,15,45,167.03%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-30-0306,02-001-30-0306,MASCARILLA RENAULT LOGAN 16 19 SANDERO,18.75,15,40,113.33%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-30-0434,02-001-30-0434,MASCARILLA RENAULT LOGAN 21 - SANDERO,40.1786,15,55,36.89%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-30-0112,02-001-30-0112,MASCARILLA RENAULT LOGAN FAMILY 11 - NEG,25.3214,15,42,65.87%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,RN07025GALN,02-001-30-0077,MASCARILLA RENAULT MEGANE 01- 04 LH NEG/NIQ ( TYG ),9.68,15,20,79.66%,UNI,0,0,0,N/D,0
N/D,TYG / TAIWAN,GENERAL,GENERAL,RN07025GARN,02-001-30-0094,MASCARILLA RENAULT MEGANE 01- 04 RH NEG/NIQ ( TYG ),8.9018,15,20,95.37%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-30-0256,02-001-30-0256,MASCARILLA RENAULT SANDERO 08 12,49.1071,15,60,22.18%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,X30-47L,X30-47L,MASCARILLA SHINERAY X30 19- LH ( LIYA ),19,15,35,60.18%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,X30-47R,X30-47R,MASCARILLA SHINERAY X30 19- RH ( LIYA ),19,15,35,60.18%,UNI,0,0,0,N/D,0
N/D,TFP / TAILANDES,GENERAL,GENERAL,SZG015-NA,02-001-34-0024,MASCARILLA SUZUKI FORSA I / SPRINT 87- 91 NEG,12.98,15,30,100.98%,UNI,0,0,0,N/D,0
N/D,TFP / TAILANDES,GENERAL,GENERAL,SZG017-NA,02-001-34-0036,MASCARILLA SUZUKI FORSA I 87- 91 NEG ( TFP ),18.94,15,30,58.4%,UNI,0,0,0,N/D,0
N/D,TYG / TAIWAN,GENERAL,GENERAL,30002732 // SZ07018GA,02-001-34-0002,MASCARILLA SUZUKI FORSA II 92- 99 / SWIFT NEG PANELADA ( TYG ),4.47,15,15,235.57%,UNI,2,0,0,N/D,8.94
N/D,GENERAL,GENERAL,GENERAL,HQ11-24014,HQ11-24014,MASCARILLA TIGGGO 2 18/-,37.9464,15,65,71.29%,UNI,0,0,0,N/D,0
N/D,TYG / TAIWAN,GENERAL,GENERAL,02-001-35-0591,02-001-35-0591,MASCARILLA TOYOTA COROLLA 03 05 NIQ GRIS ( TYG ),23.87,15,40,67.57%,UNI,1,0,0,N/D,23.87
N/D,GENERAL,GENERAL,GENERAL,1920019200,1920019200,MASCARILLA TOYOTA COROLLA 92/98,10.375,15,23,121.69%,UNI,0,0,0,N/D,0
N/D,TYG / TAIWAN,GENERAL,GENERAL,02-001-35-1379,02-001-35-1379,MASCARILLA TOYOTA FORTUNER 09 11 C/MLD NIQ ( TYG ),70.33043,15,100,42.19%,UNI,0,0,0,N/D,0
N/D,TYG / TAIWAN,GENERAL,GENERAL,53111-0K380//TY07511GA,02-001-35-0311,MASCARILLA TOYOTA FORTUNER 12 - NIQ GRIS ( TYG ),64.0957,15,90,40.42%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-35-0985,02-001-35-0985,MASCARILLA TOYOTA FORTUNER 17 - NIQ,62.875,15,140,122.66%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-35-1452,02-001-35-1452,MASCARILLA TOYOTA FORTUNER 17 - NIQ  ( B/2 ),53.9107,15,75,39.12%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-35-1134,02-001-35-1134,MASCARILLA TOYOTA HILUX 06 09 NEG C/MOLD NIQ,21.9107,15,40,82.56%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-35-1053,02-001-35-1053,MASCARILLA TOYOTA HILUX 06-09 NEG C/MOLD NIQ ( NJ ),23.06,15,40,73.46%,UNI,3,0,0,N/D,69.18
N/D,GENERAL,GENERAL,GENERAL,02-001-35-0504,02-001-35-0504,MASCARILLA TOYOTA HILUX 09 11 GRIS C/MOLD NIQ,26.96,15,40,48.37%,UNI,1,0,0,N/D,26.96
N/D,GENERAL,GENERAL,GENERAL,02-001-35-1054,02-001-35-1054,MASCARILLA TOYOTA HILUX 09-11 GRIS C/MOLD NIQ ( NJ ),23.95,15,40,67.01%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,TY210-46A-CR,02-001-35-0410,MASCARILLA TOYOTA HILUX 12- 15 COMPLEA NIQ ( NJ ),34.99,15,50,24.26%,UNI,0,0,0,N/D,0
N/D,TFP / TAILANDES,GENERAL,GENERAL,TYG175 NB,02-001-35-0598,MASCARILLA TOYOTA HILUX 12- 15 COMPLETA GRIS C/MOLD NIQ ( TFP ),27.65,15,50,57.25%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,CAR5947,CAR5947,MASCARILLA TOYOTA HILUX 12- 15 COMPLETA NIQ TUNNIG,89.2857,15,90,-12.35%,UNI,1,0,0,N/D,89.29
N/D,GENERAL,GENERAL,GENERAL,02-001-35-0772,02-001-35-0772,MASCARILLA TOYOTA HILUX 16 18 NIQ NEG,44.5536,15,65,45.89%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-35-0602,02-001-35-0602,MASCARILLA TOYOTA HILUX 4X2 00 02 PLOMO GRIS,29.3214,15,45,53.47%,UNI,2,0,0,N/D,58.64
N/D,GENERAL,GENERAL,GENERAL,02-001-35-0414,02-001-35-0414,MASCARILLA TOYOTA HILUX 4X2 4X4 00 02 PLOMO GRIS,25.3482,15,40,57.8%,UNI,2,0,0,N/D,50.7
N/D,GENERAL,GENERAL,GENERAL,02-001-35-0510,02-001-35-0510,MASCARILLA TOYOTA HILUX 4X2 4X4 03 05 GRIS NEG,22.3214,15,40,79.2%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-35-0934,02-001-35-0934,MASCARILLA TOYOTA HILUX 4X2 4X4 03 05 GRIS NEG,21.2522,15,40,88.22%,UNI,0,0,0,N/D,0
N/D,TFP / TAILANDES,GENERAL,GENERAL,TYG005-L,02-001-35-0599,MASCARILLA TOYOTA HILUX 74 - 78 LH GRIS ( TFP ),13.96,15,25,79.08%,UNI,0,0,0,N/D,0
N/D,TFP / TAILANDES,GENERAL,GENERAL,02-001-35-0411,02-001-35-0411,MASCARILLA TOYOTA HILUX 74 - 78 LH NIQ ( TFP ),16.5217,15,28,69.47%,UNI,1,0,0,N/D,16.52
N/D,TFP / TAILANDES,GENERAL,GENERAL,TYG005-R,02-001-35-0315,MASCARILLA TOYOTA HILUX 74 - 78 RH GRIS ( TFP ),13.86,15,25,80.38%,UNI,0,0,0,N/D,0
N/D,TFP / TAILANDES,GENERAL,GENERAL,02-001-35-0507,02-001-35-0507,MASCARILLA TOYOTA HILUX 74 - 78 RH NIQ ( TFP ),16.52174,15,28,69.47%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-35-0316,02-001-35-0316,MASCARILLA TOYOTA HILUX 79 81 NIQ,19.6429,15,40,103.64%,UNI,0,0,0,N/D,0
N/D,TYG / TAIWAN,GENERAL,GENERAL,TY07131GA,02-001-35-0317,MASCARILLA TOYOTA HILUX 92- 94 GRIS/NEG ( TYG ),26.7857,15,45,68%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,1920220000,1920220000,MASCARILLA TOYOTA HILUX-STOUT 2000/2002 GRIS,31.25,15,45,44%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,MC.667,MC.67,MASCARILLA TRD TOYOTA HILUX 16/-,50,15,140,180%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,1909138700,1909138700,MASCARILLA TROOPER 2.3 87-,49,15,56.47,15.25%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,MSC-345,MSC-345,MASCARILLA TY 1600 2 PARTES,31.25,15,45,44%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,02-001-37-0193,02-001-37-0193,MASCARILLA VOLKSWAGEN GOL 00 06 NEG,5.75,15,15,160.87%,UNI,1,0,0,N/D,5.75
N/D,GENERAL,GENERAL,GENERAL,02-001-37-0306,02-001-37-0306,MASCARILLA VOLKSWAGEN POLO CLASSIC 96 02 INT NEG,8.6786,15,20,130.45%,UNI,1,0,0,N/D,8.68
N/D,GENERAL,GENERAL,GENERAL,123-456,123-456,MECANISMO FF RANGER 2000 LH,25,15,55,120%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,834701FXXX,834701FXXX,MECANISMO POS LH KIA SPORTAGE 10,40.1786,15,71.43,77.78%,UNI,1,0,0,N/D,40.18
N/D,GENERAL,GENERAL,GENERAL,16910-78K01-000,16910-78K01-000,MEDIDOR ACEITE GRAND VITARA SZ 11-14,17.8571,15,35,96%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,48068-OK010,RP-PS97,MESA DE SUSPENSIÓN TOY. HILUX 2700  4X2 05- INF RH,32.93,15,55,67.02%,UNI,1,0,0,N/D,32.93
N/D,GENERAL,GENERAL,GENERAL,48069-OK010,RP-PS95,MESA DE SUSPENSIÓN TOY. HILUX 2700  4X2 05- INF. LH,32.93,15,55,67.02%,UNI,1,0,0,N/D,32.93
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,2904300-BE01,716CG01B238,MESA DEL INF CHANGAN CS15 1.5 18- LH C/R ( MASARU ),18.546,15,40,87.55%,UNI,3,0,0,N/D,55.64
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,2904400-BE01,716CG01B138,MESA DEL INF CHANGAN CS15 1.5 18- RH C/R ( MASARU ),18.546,15,40,87.55%,UNI,3,0,0,N/D,55.64
N/D,GENERAL,GENERAL,GENERAL,2904400-BE01,03-005-51-0035,MESA DEL INF CHANGAN CS15 18- RH C/R,30,15,40,15.94%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0862,03-005-08-0862,MESA DEL INF CHEVROLET CAPTIVA 1.5 20 LH C/R,22.3214,15,45,101.6%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0863,03-005-08-0863,MESA DEL INF CHEVROLET CAPTIVA 1.5 20 RH C/R,22.3214,15,45,101.6%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0634,03-005-08-0634,MESA DEL INF CHEVROLET CORSA 1.4/1.6 00 LH C/R,14.28571,15,22,54%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0635,03-005-08-0635,MESA DEL INF CHEVROLET CORSA 1.4/1.6 00 RH C/R,14.28571,15,22,54%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,23867712,P000158,MESA DEL INF CHEVROLET N200 12 LH ( ALT ),3.91,15,20,411.51%,UNI,2,0,0,N/D,7.82
N/D,GENERAL,GENERAL,GENERAL,23867713,P000159,MESA DEL INF CHEVROLET N200 12 RH ( ALT ),3.91,15,20,411.51%,UNI,2,0,0,N/D,7.82
N/D,GENERAL,GENERAL,GENERAL,24552619,P000147,MESA DEL INF CHEVROLET N300 12 LH ( ALT ),5.7,15,20,250.88%,UNI,1,0,0,N/D,5.7
N/D,GENERAL,GENERAL,GENERAL,24552620,P000146,MESA DEL INF CHEVROLET N300 12 RH ( ALT ),5.7,15,20,250.88%,UNI,1,0,0,N/D,5.7
N/D,GENERAL,GENERAL,GENERAL,7111763002,7111763002,MESA DEL INF CHEVROLET OPTRA 1.8 05- LH C/R ( YOKOMITSU ),17.6239,15,30,70.22%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,7111763001,7111763001,MESA DEL INF CHEVROLET OPTRA 1.8 05- RH C/R ( YOKOMITSU ),17.6239,15,30,70.22%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,54500-3X000,54500-3X000,MESA DEL INF HYUNDAI ELANTRA 12 VELOSTER 12- I30 13- LH C/R,25,15,40,60%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-22-0047,03-005-22-0047,MESA DEL INF KIA PICANTO R 12 LH C/R,20.913,15,32.5,55.41%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-22-0048,03-005-22-0048.,MESA DEL INF KIA PICANTO R 12 RH C/R,20.913,15,32.5,55.41%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,7136403021,7136403021,MESA DEL INF KIA PICANTO R 12- LH C/R ( YOKOMITSU ),14.1239,15,30,112.41%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,7136403022,7136403022,MESA DEL INF KIA PICANTO R 12- RH C/R ( YOKOMITSU ),14.1239,15,30,112.41%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,7136503022,7136503022,MESA DEL INF KIA RIO R 12- LH C/R ( YOKOMITSU ),16.3713,15,35,113.79%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,7136503021,7136503021,MESA DEL INF KIA RIO R 12- RH C/R ( YOKOMITSU ),16.3713,15,35,113.79%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-22-0053,03-005-22-0053,MESA DEL INF KIA RIO R 12-17 LH C/R ( RECORD ),20.487,15,35,70.84%,UNI,1,0,0,N/D,20.49
N/D,GENERAL,GENERAL,GENERAL,03-005-22-0054,03-005-22-0054,MESA DEL INF KIA RIO R 12-17 RH C/R ( RECORD ),20.713,15,35,68.98%,UNI,1,0,0,N/D,20.71
N/D,GENERAL,GENERAL,GENERAL,54501 H9000,03-005-22-0139,MESA DEL INF KIA RIO R LX 17,23.84,15,32.5,18.54%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-25-0175,03-005-25-0175,MESA DEL INF MAZDA BT-50 4X2 08 LH,31.25,15,65,108%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,KD5H-34-350,03-005-25-0207,MESA DEL INF MAZDA CX-5 17 LH C/R RECORD,51.07,15,65,10.68%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,KD5H-34-300,03-005-25-0208,MESA DEL INF MAZDA CX-5 17 RH C/R RECORD,51.07,15,65,10.68%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,7170743002,7170743002,MESA DEL INF NISSAN TIIDA 07- LH C/R ( YOKOMITSU ),10.1717,15,28,175.27%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,7170743001,7170743001,MESA DEL INF NISSAN TIIDA 07- RH C/R ( YOKOMITSU ),10.1717,15,28,175.27%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,54501-1HK0A,03-005-28-0383,MESA DEL INF NISSAN VERSA 1.6 12 -19 RH,18.16,15,30,43.65%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,54500 1HK0A,03-005-28-0382,MESA DEL INF NISSAN VERSA 1.6 12 19 LH,18.16,15,30,43.65%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-28-0303,03-005-28-0303,MESA DEL INF NISSAN X-TRAIL T32 15 RH C/R,20.79464,15,40,92.36%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-16-0017,03-005-16-0017,MESA DEL SUP GREAT WALL HAVAL H3WINGLE LH C/R,22.3214,15,55,146.4%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-16-0016,03-005-16-0016,MESA DEL SUP GREAT WALL HAVAL H3WINGLE RH C/R,24.1071,15,55,128.15%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-25-0142,03-005-25-0142,MESA DEL SUP MAZDA BT-50 4X4 08 LH,28.57143,15,42,47%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-25-0141,03-005-25-0141,MESA DEL SUP MAZDA BT-50 4X4 08 RH,28.57143,15,42,47%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,2904300,2904300,MESA DELANTERA INFERIOR C37 1.5 2018 2024 GEN VAN C35 1.5 2018 2024 GEN VAN,13.39286,15,28,109.07%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,KAS-54501-H8500,KAS-54501-H8500,MESA DELANTERA INFERIOR RH,29.4643,15,60,103.64%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,2904400-B01,2904400-B01,MESA DELANTERA INFERIOR SHINERAY X30 1.5,21.7391,15,28,12%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,96611265,96611265,MESA DELANTERA INFERIOR SPARK 1.0 2007 2015,8.0357,15,15,86.67%,UNI,0,0,0,N/D,0
AUTOEXPRESS,BM,GENERAL,GENERAL,2904200-G08,RP-PS37,MESA INF GREAT WALL VOLEEX C30 10- 17 DEL LH ( BM ),16.52333,15,35,84.19%,UNI,3,0,0,N/D,49.57
AUTOEXPRESS,BM,GENERAL,GENERAL,2904100-G08,RP-PS38,MESA INF GREAT WALL VOLEEX C30 10- 17 DEL RH ( BM ),16.52333,15,35,84.19%,UNI,3,0,0,N/D,49.57
AUTOEXPRESS,BM,GENERAL,GENERAL,8-97365-010-0,RP-PS106N,MESA SUP CHEVROLET LUV D-MAX  4X2 05- DEL RH ( BM ),20.87,15,45,87.5%,UNI,2,0,0,N/D,41.74
AUTOEXPRESS,BM,GENERAL,GENERAL,8-97365-011-0,RP-PS105N,MESA SUP CHEVROLET LUV D-MAX 4X2 05- DEL LH ( BM ),20.87,15,45,87.5%,UNI,2,0,0,N/D,41.74
N/D,GENERAL,GENERAL,GENERAL,03-036-04-001,03-036-04-001,MESA SUS ARM CHEVROLET AVEO ACTIVO-CHEVY TAXI-EMOTION-FAMILY-SAIL 05- LH C/ROTULA ( MAXFIT ),10.27,15,18,75.27%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-036-04-002,03-036-04-002,MESA SUS ARM CHEVROLET AVEO ACTIVO-CHEVY TAXI-EMOTION-FAMILY-SAIL 05- RH C/ROTULA ( MAXFIT ),10.27,15,18,75.27%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-036-03-014,03-036-03-014,MESA SUS ARM DEL CHERY ARRIZO 5 21- LH S/ROTULA ( MAXFIT ),16.03,15,40,149.53%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-036-44-003,03-036-44-003,MESA SUS ARM DEL SHINERAY SWM G01 2021- 1500T LH,30.5536,15,45,47.28%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-036-44-004,03-036-44-004,MESA SUS ARM DEL SHINERAY SWM G01 2021- 1500T RH,30.5536,15,45,47.28%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-07-0003,03-005-07-0003,MESA SUS CHERY TIGGO 2 18- L INF,25.47,15,35,37.42%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-07-0004,03-005-07-0004,MESA SUS CHERY TIGGO 2 18- R INF,25.47,15,35,37.42%,UNI,0,0,0,N/D,0
N/D,MASARU,GENERAL,GENERAL,96815893,716CV01VB200,MESA SUS CHEVROLET AVEO 05- / CHEVY TAXI 05- / EMOTION 08- / SAIL 12- LH BUJE MACIZO C/ROTULA ( MASARU ),9.26,15,20,87.81%,UNI,1,0,0,N/D,9.26
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,96815894,716CV01VB100,MESA SUS CHEVROLET AVEO 05- / CHEVY TAXI 05- / EMOTION 08- / SAIL 12- RH BUJE MACIZO C/ROTULA ( MASARU ),9.26,15,20,87.81%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,96535081,96535081,MESA SUS CHEVROLET AVEO 05- CHEVY TAXI 05- AVEO EMOTION 08- SAIL 12- LH (GM),20.7321,15,30,44.7%,UNI,5,0,0,N/D,103.66
N/D,GENERAL,GENERAL,GENERAL,96815893,96815893,MESA SUS CHEVROLET AVEO 05- CHEVY TAXI 05- AVEO EMOTION 08- SAIL 12- LH (RKT),13.5714,15,20,47.37%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,ME-3241,ME-3241,MESA SUS CHEVROLET GROOVE 20- RH,30,15,45,30.43%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,03-005-08-0259,03-005-08-0259,MESA SUS CHEVROLET OPTRA 05-13 R,31.25,15,45,44%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,S2-1L,S2-1L,MESA SUS DEL INF JAC S2 1.5 19- LH C/R ( CHI ),32.1739,15,45,39.86%,UNI,0,0,0,N/D,0
N/D,GENERAL,GENERAL,GENERAL,S2-1R,S2-1R,MESA SUS DEL INF JAC S2 1.5 19- RH C/R ( CHI ),23.4783,15,45,91.67%,UNI,0,0,0,N/D,0
SERVICIO DE AUTOPARTES AUTODESER S.A.,MASARU,GENERAL,GENERAL,2904300-FK01,716DF01A230,MESA SUS DFSK GLORY 560 1.8 19- DEL LH ( MASARU ),17.22,15,38,91.89%,UNI,3,0,0,N/D,51.66
